Game,Country,Number of Users,Average Rating
Splendor,Bulgaria,9,8.78
Splendor,Canada,171,8.07
Splendor,Chile,11,7.65
Splendor,China,17,7.57
Splendor,Colombia,6,8.62
Splendor,Costa Rica,1,8
Splendor,Croatia,4,8.08
Splendor,Czech Republic,7,6.64
Splendor,Denmark,8,5.98
Splendor,England,12,7.36
Splendor,Estonia,3,8
Splendor,Finland,21,7.85
Splendor,France,35,8.08
Splendor,Germany,89,7.39
Splendor,Greece,23,7.87
Splendor,Guatemala,1,9
Splendor,Hungary,13,7.23
Splendor,Iceland,1,8.5
Splendor,India,7,8.21
Splendor,Indonesia,6,9.25
Splendor,Iran,2,9
Splendor,Ireland,8,7.88
Splendor,Israel,8,7.6
Splendor,Italy,41,7.91
Splendor,Japan,30,7.63
Splendor,Kenya,1,8
Splendor,Latvia,7,8.18
Splendor,Lebanon,1,8
Splendor,Lithuania,8,8.19
Splendor,Luxembourg,2,7.5
Splendor,Macedonia,1,3
Splendor,Malaysia,5,7.8
Splendor,Mexico,23,8.45
Splendor,Moldova,1,8
Splendor,Netherlands,33,7.85
Splendor,New Zealand,11,7
Splendor,Norway,13,7.85
Splendor,Peru,6,8.67
Splendor,Philippines,9,8.06
Splendor,Poland,101,8.05
Splendor,Portugal,20,8.45
Splendor,Qatar,1,7
Splendor,Romania,12,9.01
Splendor,Russia,10,8.3
Splendor,Saudi Arabia,2,9.5
Splendor,Republic of Serbia,8,7.94
Splendor,Slovakia,3,7.92
Splendor,Slovenia,2,8.5
Splendor,South Africa,7,8.43
Splendor,South Korea,23,8.09
Splendor,Spain,77,7.7
Splendor,Sweden,34,7.59
Splendor,Switzerland,10,7.5
Splendor,Taiwan,20,8.06
Splendor,Thailand,15,8.77
Splendor,Turkey,2,8
Splendor,Uganda,1,5
Splendor,Ukraine,5,8
Splendor,USA,1212,8
Splendor,Venezuela,2,8.5
Splendor,Vietnam,3,8.42
Star Realms,Argentina,11,8.6
Star Realms,Australia,29,7.6
Star Realms,Austria,5,8
Star Realms,Belarus,2,9
Star Realms,Belgium,7,8.86
Star Realms,Brazil,18,8.39
Star Realms,Bulgaria,1,10
Star Realms,Canada,93,7.8
Star Realms,Chile,11,8.68
Star Realms,China,12,8.38
Star Realms,Colombia,2,6.25
Star Realms,Czech Republic,5,6.7
Star Realms,Denmark,8,6.98
Star Realms,Ecuador,1,7
Star Realms,England,7,7.66
Star Realms,Finland,9,7.28
Star Realms,France,15,8.33
Star Realms,Germany,44,7.85
Star Realms,Greece,10,7.83
Star Realms,Hungary,4,9.25
Star Realms,India,1,9
Star Realms,Indonesia,1,8
Star Realms,Ireland,5,8.5
Star Realms,Israel,5,8.4
Star Realms,Italy,23,7.51
Star Realms,Japan,1,1
Star Realms,Latvia,2,7
Star Realms,Lithuania,2,6.5
Star Realms,Luxembourg,2,7.75
Star Realms,Malaysia,4,5.85
Star Realms,Mexico,11,7.82
Star Realms,Netherlands,15,8.35
Star Realms,New Zealand,5,7.21
Star Realms,Norway,8,7.56
Star Realms,Peru,1,10
Star Realms,Philippines,3,8.5
Star Realms,Poland,29,8.13
Star Realms,Portugal,10,7.41
Star Realms,Qatar,2,7.9
Star Realms,Romania,7,8.79
Star Realms,Russia,14,8.21
Star Realms,Republic of Serbia,2,8.75
Star Realms,Slovakia,2,8
Star Realms,Slovenia,1,10
Star Realms,South Africa,8,7.41
Star Realms,South Korea,4,7.5
Star Realms,Spain,68,8.05
Star Realms,Sweden,20,7.22
Star Realms,Switzerland,2,9
Star Realms,Taiwan,6,8.05
Star Realms,Thailand,4,7.88
Star Realms,Turkey,1,8.5
Star Realms,Ukraine,4,8.68
Star Realms,USA,642,7.91
Star Realms,Uruguay,4,8.25
Star Realms,Venezuela,2,8
Star Wars: X-Wing Miniatures Game,Argentina,5,8.14
Star Wars: X-Wing Miniatures Game,Australia,32,8.01
Star Wars: X-Wing Miniatures Game,Austria,2,8.5
Star Wars: X-Wing Miniatures Game,Belarus,1,7
Star Wars: X-Wing Miniatures Game,Belgium,5,9.04
Star Wars: X-Wing Miniatures Game,Bolivia,1,9
Star Wars: X-Wing Miniatures Game,Brazil,36,8.03
Star Wars: X-Wing Miniatures Game,Canada,88,8
Star Wars: X-Wing Miniatures Game,Chile,1,7
Star Wars: X-Wing Miniatures Game,China,2,5.1
Star Wars: X-Wing Miniatures Game,Colombia,2,8.25
Star Wars: X-Wing Miniatures Game,Croatia,3,10
Star Wars: X-Wing Miniatures Game,Czech Republic,2,8.25
Star Wars: X-Wing Miniatures Game,Denmark,5,8.2
Star Wars: X-Wing Miniatures Game,England,2,9
Star Wars: X-Wing Miniatures Game,Finland,7,6.91
Star Wars: X-Wing Miniatures Game,France,9,7.44
Star Wars: X-Wing Miniatures Game,Germany,50,8.04
Star Wars: X-Wing Miniatures Game,Greece,7,8.86
Star Wars: X-Wing Miniatures Game,Guatemala,1,9
Star Wars: X-Wing Miniatures Game,Hungary,5,6.4
Star Wars: X-Wing Miniatures Game,Iceland,1,9
Star Wars: X-Wing Miniatures Game,Indonesia,1,9
Star Wars: X-Wing Miniatures Game,Ireland,5,8.4
Star Wars: X-Wing Miniatures Game,Israel,3,5.4
Star Wars: X-Wing Miniatures Game,Italy,14,7.18
Star Wars: X-Wing Miniatures Game,Japan,3,6
Star Wars: X-Wing Miniatures Game,Latvia,1,8
Star Wars: X-Wing Miniatures Game,Lithuania,6,7.67
Star Wars: X-Wing Miniatures Game,Luxembourg,1,8
Star Wars: X-Wing Miniatures Game,Malaysia,3,9.1
Star Wars: X-Wing Miniatures Game,Mexico,3,7.83
Star Wars: X-Wing Miniatures Game,Netherlands,6,8.55
Star Wars: X-Wing Miniatures Game,New Zealand,5,7.23
Star Wars: X-Wing Miniatures Game,Norway,5,7.7
Star Wars: X-Wing Miniatures Game,Philippines,1,10
Star Wars: X-Wing Miniatures Game,Poland,28,7.78
Star Wars: X-Wing Miniatures Game,Portugal,6,7.83
Star Wars: X-Wing Miniatures Game,Romania,1,8
Star Wars: X-Wing Miniatures Game,Russia,2,7.5
Star Wars: X-Wing Miniatures Game,Saudi Arabia,1,9
Star Wars: X-Wing Miniatures Game,Republic of Serbia,2,6.9
Star Wars: X-Wing Miniatures Game,Slovenia,3,10
Star Wars: X-Wing Miniatures Game,South Africa,4,7.75
Star Wars: X-Wing Miniatures Game,South Korea,6,7.42
Star Wars: X-Wing Miniatures Game,Spain,67,8.09
Star Wars: X-Wing Miniatures Game,Sweden,21,6.81
Star Wars: X-Wing Miniatures Game,Switzerland,4,6.38
Star Wars: X-Wing Miniatures Game,Taiwan,3,7.67
Star Wars: X-Wing Miniatures Game,Thailand,2,8.5
Star Wars: X-Wing Miniatures Game,Turkey,2,9
Star Wars: X-Wing Miniatures Game,Ukraine,2,7.25
Star Wars: X-Wing Miniatures Game,USA,573,8.05
Star Wars: X-Wing Miniatures Game,Uruguay,1,8
Star Wars: X-Wing Miniatures Game,Vietnam,1,2.5
Stone Age,Argentina,20,8.22
Stone Age,Australia,69,7.84
Stone Age,Austria,17,8.74
Stone Age,Azerbaijan,1,7
Stone Age,Belarus,1,9
Stone Age,Belgium,47,8.02
Stone Age,Brazil,82,8.51
Stone Age,Brunei,1,8
Stone Age,Bulgaria,7,8.79
Stone Age,Canada,232,8.12
Stone Age,Chile,12,8.57
Stone Age,China,26,8.02
Stone Age,Colombia,4,7.88
Stone Age,Croatia,2,7.25
Stone Age,Czech Republic,19,8.21
Stone Age,Denmark,20,8.21
Stone Age,Ecuador,1,9
Stone Age,England,13,8.28
Stone Age,Estonia,5,6.4
Stone Age,Finland,31,7.95
Stone Age,France,41,8.32
Stone Age,Germany,182,8.1
Stone Age,Greece,43,8.4
Stone Age,Guatemala,1,9
Stone Age,Honduras,1,8.6
Stone Age,Hungary,18,8.83
Stone Age,Iceland,4,8.5
Stone Age,India,5,8.2
Stone Age,Indonesia,3,8
Stone Age,Iran,1,10
Stone Age,Ireland,8,7.94
Stone Age,Israel,13,8.38
Stone Age,Italy,67,7.98
Stone Age,Japan,27,7.12
Stone Age,Kenya,1,8
Stone Age,Latvia,10,8.5
Stone Age,Lithuania,10,7.8
Stone Age,Luxembourg,3,7.27
Stone Age,Malaysia,8,7.99
Stone Age,Mexico,12,9.06
Stone Age,Moldova,3,9.5
Stone Age,Netherlands,46,7.96
Stone Age,New Zealand,19,7.68
Stone Age,Norway,19,8.09
Stone Age,Paraguay,1,8
Stone Age,Peru,4,7.63
Stone Age,Philippines,6,8.08
Stone Age,Poland,103,8.27
Stone Age,Portugal,23,8.46
Stone Age,Qatar,1,7.6
Stone Age,Romania,18,8.78
Stone Age,Russia,19,7.84
Stone Age,Republic of Serbia,6,8.25
Stone Age,Slovakia,5,8.61
Stone Age,Slovenia,5,9.1
Stone Age,South Africa,4,8.5
Stone Age,South Korea,33,7.92
Stone Age,Spain,142,8.34
Stone Age,Sri Lanka,1,7
Stone Age,Sweden,45,7.64
Stone Age,Switzerland,12,8.13
Stone Age,Taiwan,35,8.33
Stone Age,Thailand,12,7.16
Stone Age,Ukraine,11,8.65
Stone Age,USA,1172,8.08
Stone Age,Uruguay,2,9
Stone Age,Venezuela,2,10
Stone Age,Vietnam,3,7.42
Stratego,Argentina,3,5.83
Stratego,Australia,34,6.22
Stratego,Austria,1,7
Stratego,The Bahamas,1,7
Stratego,Belgium,19,5.63
Stratego,Bolivia,1,7
Stratego,Brazil,33,6.07
Stratego,Bulgaria,1,7
Stratego,Canada,92,6.39
Stratego,Chile,4,5.38
Stratego,Colombia,2,7.75
Stratego,Czech Republic,3,5.47
Stratego,Denmark,7,4.71
Stratego,England,1,6
Stratego,Estonia,3,5
Stratego,Finland,4,6.13
Stratego,France,5,5.58
Stratego,Germany,57,6.24
Stratego,Greece,18,6.94
Stratego,Guatemala,1,8
Stratego,Hungary,3,7.47
Stratego,India,1,6.2
Stratego,Ireland,5,7.1
Stratego,Israel,3,6.17
Stratego,Italy,30,6.6
Stratego,Latvia,1,7
Stratego,Lithuania,1,6
Stratego,Mexico,9,6.82
Stratego,Netherlands,44,6.42
Stratego,New Zealand,5,6.26
Stratego,Norway,16,5.56
Stratego,Peru,1,8
Stratego,Poland,11,6.41
Stratego,Portugal,5,6.6
Stratego,Qatar,1,8
Stratego,Russia,2,6
Stratego,Republic of Serbia,4,7.75
Stratego,Slovenia,1,4
Stratego,South Africa,1,7
Stratego,South Korea,7,6.57
Stratego,Spain,41,7.2
Stratego,Sweden,22,6.14
Stratego,Switzerland,7,6.32
Stratego,USA,811,6.26
Suburbia,Argentina,5,7.56
Suburbia,Australia,25,7.66
Suburbia,Austria,3,7.33
Suburbia,Belarus,1,7
Suburbia,Belgium,7,8.07
Suburbia,Brazil,26,8.66
Suburbia,Bulgaria,2,8
Suburbia,Canada,87,8.06
Suburbia,Chile,1,7.2
Suburbia,China,6,7.38
Suburbia,Czech Republic,6,7
Suburbia,Denmark,5,6.6
Suburbia,England,7,7.57
Suburbia,Estonia,2,8.5
Suburbia,Finland,7,8.43
Suburbia,France,9,7.61
Suburbia,Germany,45,7.5
Suburbia,Greece,7,8.21
Suburbia,Hungary,2,8.75
Suburbia,Iceland,1,8.5
Suburbia,India,1,9.5
Suburbia,Indonesia,1,6.5
Suburbia,Ireland,6,8.08
Suburbia,Israel,3,7.67
Suburbia,Italy,29,7.14
Suburbia,Japan,9,6.17
Suburbia,Latvia,4,7.25
Suburbia,Lithuania,4,7
Suburbia,Malaysia,2,8.5
Suburbia,Mexico,3,8.17
Suburbia,Netherlands,12,7.76
Suburbia,New Zealand,4,6.75
Suburbia,Norway,5,7.72
Suburbia,Philippines,5,8.18
Suburbia,Poland,35,7.74
Suburbia,Portugal,3,8.8
Suburbia,Qatar,1,7.2
Suburbia,Romania,5,8.57
Suburbia,Russia,6,7.5
Suburbia,Republic of Serbia,1,7
Suburbia,Slovakia,1,6
Suburbia,South Africa,2,9.5
Suburbia,South Korea,9,7.33
Suburbia,Spain,20,7.71
Suburbia,Sweden,16,7.28
Suburbia,Switzerland,4,7.5
Suburbia,Taiwan,9,7.71
Suburbia,Thailand,1,9
Suburbia,Ukraine,2,8
Suburbia,USA,502,7.84
Suburbia,Venezuela,2,7.5
Suburbia,Vietnam,1,7.77
Survive: Escape from Atlantis!,Argentina,6,7.68
Survive: Escape from Atlantis!,Australia,50,7.76
Survive: Escape from Atlantis!,Austria,1,6
Survive: Escape from Atlantis!,Belarus,1,8
Survive: Escape from Atlantis!,Belgium,10,8.38
Survive: Escape from Atlantis!,Brazil,32,8
Survive: Escape from Atlantis!,Bulgaria,1,10
Survive: Escape from Atlantis!,Canada,134,7.79
Survive: Escape from Atlantis!,Chile,8,7.88
Survive: Escape from Atlantis!,China,8,7.15
Survive: Escape from Atlantis!,Colombia,4,8.13
Survive: Escape from Atlantis!,Croatia,2,8
Survive: Escape from Atlantis!,Czech Republic,1,7
Survive: Escape from Atlantis!,Denmark,1,8
Survive: Escape from Atlantis!,England,2,7
Survive: Escape from Atlantis!,Finland,6,6.67
Survive: Escape from Atlantis!,France,14,8.03
Survive: Escape from Atlantis!,Germany,20,6.49
Survive: Escape from Atlantis!,Greece,9,7.36
Survive: Escape from Atlantis!,Honduras,1,8.3
Survive: Escape from Atlantis!,Hungary,1,5
Survive: Escape from Atlantis!,Indonesia,3,8.33
Survive: Escape from Atlantis!,Ireland,6,8.33
Survive: Escape from Atlantis!,Israel,3,8.17
Survive: Escape from Atlantis!,Italy,18,7.37
Survive: Escape from Atlantis!,Japan,15,6.93
Survive: Escape from Atlantis!,Latvia,3,6.33
Survive: Escape from Atlantis!,Lithuania,3,8
Survive: Escape from Atlantis!,Luxembourg,2,8.05
Survive: Escape from Atlantis!,Malaysia,3,7.83
Survive: Escape from Atlantis!,Mexico,11,8.45
Survive: Escape from Atlantis!,Netherlands,7,7.07
Survive: Escape from Atlantis!,New Zealand,6,8.18
Survive: Escape from Atlantis!,Norway,5,6.8
Survive: Escape from Atlantis!,Peru,1,7
Survive: Escape from Atlantis!,Philippines,2,8
Survive: Escape from Atlantis!,Poland,6,8.67
Survive: Escape from Atlantis!,Portugal,4,7.75
Survive: Escape from Atlantis!,Romania,3,8.33
Survive: Escape from Atlantis!,Russia,6,7.33
Survive: Escape from Atlantis!,Saudi Arabia,2,7.5
Survive: Escape from Atlantis!,Slovakia,1,10
Survive: Escape from Atlantis!,South Africa,1,8
Survive: Escape from Atlantis!,South Korea,10,7.45
Survive: Escape from Atlantis!,Spain,100,7.97
Survive: Escape from Atlantis!,Sweden,11,7.55
Survive: Escape from Atlantis!,Switzerland,1,7
Survive: Escape from Atlantis!,Taiwan,9,8.16
Survive: Escape from Atlantis!,Thailand,10,7.08
Survive: Escape from Atlantis!,Ukraine,3,8.33
Survive: Escape from Atlantis!,USA,684,7.55
Survive: Escape from Atlantis!,Uruguay,1,9
Survive: Escape from Atlantis!,Venezuela,1,8
Survive: Escape from Atlantis!,Vietnam,1,5
Sushi Go!,Argentina,15,7.55
Sushi Go!,Australia,54,7.43
Sushi Go!,Austria,7,7.64
Sushi Go!,Belarus,1,6
Sushi Go!,Belgium,6,5.75
Sushi Go!,Brazil,25,7.94
Sushi Go!,Bulgaria,1,9.5
Sushi Go!,Canada,134,7.45
Sushi Go!,Chile,8,5.96
Sushi Go!,China,8,7.13
Sushi Go!,Colombia,3,7.17
Sushi Go!,Czech Republic,1,8
Sushi Go!,Denmark,5,6.92
Sushi Go!,England,5,8.2
Sushi Go!,Finland,4,7.5
Sushi Go!,France,9,7.41
Sushi Go!,Germany,26,7.21
Sushi Go!,Greece,7,6.93
Sushi Go!,Hungary,5,7.2
Sushi Go!,Iceland,1,8
Sushi Go!,India,3,7.83
Sushi Go!,Indonesia,1,10
Sushi Go!,Iran,1,5
Sushi Go!,Ireland,4,8.48
Sushi Go!,Israel,5,7.26
Sushi Go!,Italy,19,7.49
Sushi Go!,Japan,8,6.25
Sushi Go!,Latvia,3,6.67
Sushi Go!,Lithuania,2,7.5
Sushi Go!,Luxembourg,1,9
Sushi Go!,Malaysia,4,7.75
Sushi Go!,Mexico,10,7.73
Sushi Go!,Netherlands,21,7.09
Sushi Go!,New Zealand,7,6.94
Sushi Go!,Norway,4,6.63
Sushi Go!,Peru,2,8
Sushi Go!,Philippines,6,7.37
Sushi Go!,Poland,16,7.09
Sushi Go!,Portugal,15,7.53
Sushi Go!,Romania,2,8.48
Sushi Go!,Russia,2,7.5
Sushi Go!,Republic of Serbia,5,7.3
Sushi Go!,Slovakia,1,10
Sushi Go!,Slovenia,1,8
Sushi Go!,South Africa,6,7.92
Sushi Go!,South Korea,12,7.42
Sushi Go!,Spain,76,7.41
Sushi Go!,Sweden,17,6.59
Sushi Go!,Switzerland,4,6.63
Sushi Go!,Taiwan,7,7.59
Sushi Go!,Thailand,5,7.4
Sushi Go!,Turkey,1,7.5
Sushi Go!,Uganda,1,7
Sushi Go!,Ukraine,1,6
Sushi Go!,USA,705,7.49
Sushi Go!,Uruguay,2,8.75
Sushi Go!,Venezuela,2,7
Sushi Go!,Vietnam,2,7.25
Taboo,Argentina,3,6.33
Taboo,Australia,32,6.56
Taboo,Austria,6,5.42
Taboo,Belgium,9,5.83
Taboo,Brazil,8,7.75
Taboo,Brunei,1,8
Taboo,Bulgaria,2,5.75
Taboo,Canada,86,6.47
Taboo,Chile,2,7
Taboo,China,1,8
Taboo,Croatia,2,5.4
Taboo,Denmark,2,5.5
Taboo,Finland,3,6.03
Taboo,France,9,6.63
Taboo,Germany,68,6.73
Taboo,Greece,27,6.68
Taboo,Hungary,4,6.25
Taboo,India,3,8
Taboo,Ireland,2,5.5
Taboo,Israel,1,8
Taboo,Italy,33,6.65
Taboo,Japan,3,6.67
Taboo,Malaysia,1,5
Taboo,Mexico,1,8
Taboo,Netherlands,4,6.75
Taboo,New Zealand,2,5.5
Taboo,Norway,3,6
Taboo,Paraguay,1,6
Taboo,Peru,1,6
Taboo,Philippines,2,5.5
Taboo,Poland,28,7.13
Taboo,Portugal,4,6.76
Taboo,Qatar,1,7.4
Taboo,Russia,2,6.5
Taboo,Slovenia,1,7
Taboo,South Africa,1,6
Taboo,South Korea,1,10
Taboo,Spain,32,6.08
Taboo,Sweden,5,7.8
Taboo,Switzerland,5,7.5
Taboo,Turkey,1,7
Taboo,USA,606,6.45
Taboo,Venezuela,1,8
Takenoko,Argentina,15,7.93
Takenoko,Australia,54,7.51
Takenoko,Austria,3,8
Takenoko,Belarus,1,4
Takenoko,Belgium,23,7.89
Takenoko,Brazil,47,8.12
Takenoko,Bulgaria,4,8
Takenoko,Canada,154,7.8
Takenoko,Chile,10,7.37
Takenoko,China,15,7.46
Takenoko,Colombia,2,9
Takenoko,Croatia,3,7.73
Takenoko,Czech Republic,9,7.22
Takenoko,Denmark,8,7.64
Takenoko,England,11,7.69
Takenoko,Estonia,2,7.5
Takenoko,Finland,7,7.37
Takenoko,France,23,7.18
Takenoko,Germany,54,7.69
Takenoko,Greece,20,7.9
Takenoko,Guatemala,1,8
Takenoko,Hungary,17,8.06
Takenoko,Iceland,1,7
Takenoko,India,3,8.17
Takenoko,Indonesia,3,8
Takenoko,Ireland,8,7.88
Takenoko,Israel,9,7.42
Takenoko,Italy,31,7.5
Takenoko,Japan,11,6.31
Takenoko,Latvia,3,7.5
Takenoko,Lithuania,8,8.88
Takenoko,Luxembourg,1,8
Takenoko,Macedonia,3,8.33
Takenoko,Malaysia,5,8.3
Takenoko,Mexico,9,7.59
Takenoko,Moldova,1,10
Takenoko,Netherlands,17,7.28
Takenoko,New Zealand,11,7.42
Takenoko,Norway,7,6.74
Takenoko,Peru,2,9
Takenoko,Philippines,5,8.7
Takenoko,Poland,50,7.7
Takenoko,Portugal,14,8.27
Takenoko,Qatar,1,6.8
Takenoko,Romania,7,7.73
Takenoko,Russia,6,8.33
Takenoko,Republic of Serbia,3,6.83
Takenoko,Slovakia,3,8.07
Takenoko,Slovenia,1,9
Takenoko,South Africa,5,8.6
Takenoko,South Korea,10,6.75
Takenoko,Spain,67,7.91
Takenoko,Sweden,23,7.08
Takenoko,Switzerland,5,7.6
Takenoko,Taiwan,8,7.75
Takenoko,Thailand,9,7.31
Takenoko,Uganda,1,6
Takenoko,Ukraine,3,8.63
Takenoko,USA,655,7.61
Takenoko,Uruguay,2,8.5
Takenoko,Vietnam,2,7.1
Terra Mystica,Argentina,7,8.39
Terra Mystica,Australia,45,8.29
Terra Mystica,Austria,5,8.5
Terra Mystica,Azerbaijan,1,8
Terra Mystica,Belarus,1,9
Terra Mystica,Belgium,26,8.42
Terra Mystica,Brazil,60,9.2
Terra Mystica,Bulgaria,2,7
Terra Mystica,Canada,150,8.44
Terra Mystica,Chile,4,7.5
Terra Mystica,China,20,8.55
Terra Mystica,Colombia,5,9.64
Terra Mystica,Croatia,3,9.07
Terra Mystica,Czech Republic,8,9.19
Terra Mystica,Denmark,9,8.11
Terra Mystica,Ecuador,1,9
Terra Mystica,England,7,8.34
Terra Mystica,Estonia,1,8.6
Terra Mystica,Finland,13,8.57
Terra Mystica,France,24,8.63
Terra Mystica,Germany,124,8.68
Terra Mystica,Greece,16,8.86
Terra Mystica,Honduras,1,8.8
Terra Mystica,Hungary,7,8.36
Terra Mystica,Iceland,1,8
Terra Mystica,India,2,8.25
Terra Mystica,Indonesia,1,10
Terra Mystica,Ireland,6,8
Terra Mystica,Israel,9,8.34
Terra Mystica,Italy,48,8.62
Terra Mystica,Japan,22,8.05
Terra Mystica,Latvia,4,8.63
Terra Mystica,Lebanon,1,9
Terra Mystica,Lithuania,8,9.13
Terra Mystica,Malaysia,3,9
Terra Mystica,Mexico,8,8.88
Terra Mystica,Netherlands,32,8.33
Terra Mystica,New Zealand,10,8.18
Terra Mystica,Norway,10,8.69
Terra Mystica,Philippines,6,7.5
Terra Mystica,Poland,59,8.47
Terra Mystica,Portugal,10,7.99
Terra Mystica,Qatar,1,7.2
Terra Mystica,Romania,6,8.5
Terra Mystica,Russia,12,7.94
Terra Mystica,Republic of Serbia,4,9.23
Terra Mystica,Slovakia,2,9.6
Terra Mystica,Slovenia,2,9.5
Terra Mystica,South Africa,2,9
Terra Mystica,South Korea,16,8.48
Terra Mystica,Spain,66,8.42
Terra Mystica,Sweden,23,8
Terra Mystica,Switzerland,8,7.35
Terra Mystica,Taiwan,19,9.05
Terra Mystica,Thailand,7,8.64
Terra Mystica,Turkey,1,8.5
Terra Mystica,Ukraine,7,7.71
Terra Mystica,USA,642,8.23
Terra Mystica,Venezuela,2,8
Terra Mystica,Vietnam,2,7.5
Terraforming Mars,Argentina,7,8.83
Terraforming Mars,Australia,36,8.06
Terraforming Mars,Austria,6,8.5
Terraforming Mars,Belarus,1,10
Terraforming Mars,Belgium,22,8.36
Terraforming Mars,Bolivia,2,5.25
Terraforming Mars,Brazil,39,8.97
Terraforming Mars,Bulgaria,3,9
Terraforming Mars,Canada,123,8.66
Terraforming Mars,Chile,8,8.48
Terraforming Mars,China,10,8.85
Terraforming Mars,Colombia,7,8.71
Terraforming Mars,Croatia,2,8.8
Terraforming Mars,Czech Republic,10,8.95
Terraforming Mars,Denmark,8,8.58
Terraforming Mars,England,8,8.13
Terraforming Mars,Estonia,3,9.53
Terraforming Mars,Finland,15,8.05
Terraforming Mars,France,21,8.87
Terraforming Mars,Germany,108,8.64
Terraforming Mars,Greece,15,8.96
Terraforming Mars,Guatemala,1,10
Terraforming Mars,Hungary,15,8.87
Terraforming Mars,Iceland,2,8.5
Terraforming Mars,India,2,9.25
Terraforming Mars,Indonesia,2,10
Terraforming Mars,Ireland,5,8.92
Terraforming Mars,Israel,7,8.95
Terraforming Mars,Italy,31,8.38
Terraforming Mars,Japan,16,8.88
Terraforming Mars,Latvia,3,9.1
Terraforming Mars,Lebanon,1,10
Terraforming Mars,Lithuania,7,8.43
Terraforming Mars,Luxembourg,3,6.67
Terraforming Mars,Malaysia,1,10
Terraforming Mars,Mexico,7,8.95
Terraforming Mars,Netherlands,25,8.21
Terraforming Mars,New Zealand,9,8.53
Terraforming Mars,Norway,10,7.92
Terraforming Mars,Paraguay,1,9
Terraforming Mars,Peru,2,8.5
Terraforming Mars,Philippines,5,8.4
Terraforming Mars,Poland,63,8.89
Terraforming Mars,Portugal,6,8.08
Terraforming Mars,Qatar,1,7.8
Terraforming Mars,Romania,6,8.74
Terraforming Mars,Russia,9,8.32
Terraforming Mars,Republic of Serbia,3,9.1
Terraforming Mars,Slovakia,2,9.85
Terraforming Mars,Slovenia,1,9
Terraforming Mars,South Africa,2,8
Terraforming Mars,South Korea,16,8.49
Terraforming Mars,Spain,95,8.81
Terraforming Mars,Sweden,22,7.82
Terraforming Mars,Switzerland,8,8.63
Terraforming Mars,Taiwan,5,8.24
Terraforming Mars,Thailand,6,8.7
Terraforming Mars,Ukraine,9,8.17
Terraforming Mars,USA,626,8.51
Terraforming Mars,Uruguay,1,9
Terraforming Mars,Venezuela,1,8
The Castles of Burgundy,Argentina,15,8.63
The Castles of Burgundy,Australia,55,8.26
The Castles of Burgundy,Austria,9,9.17
The Castles of Burgundy,Belarus,2,8
The Castles of Burgundy,Belgium,20,8.27
The Castles of Burgundy,Bolivia,1,9
The Castles of Burgundy,Brazil,46,8.68
The Castles of Burgundy,Bulgaria,5,9.6
The Castles of Burgundy,Canada,137,8.28
The Castles of Burgundy,Chile,5,8.44
The Castles of Burgundy,China,21,8.79
The Castles of Burgundy,Colombia,5,8.5
The Castles of Burgundy,Croatia,2,8.2
The Castles of Burgundy,Czech Republic,10,8.3
The Castles of Burgundy,Denmark,8,8.24
The Castles of Burgundy,Ecuador,1,9
The Castles of Burgundy,England,14,8.46
The Castles of Burgundy,Estonia,2,9.35
The Castles of Burgundy,Finland,11,7.95
The Castles of Burgundy,France,20,8.53
The Castles of Burgundy,Germany,109,8.27
The Castles of Burgundy,Greece,21,8.65
The Castles of Burgundy,Guatemala,2,8
The Castles of Burgundy,Honduras,1,8.1
The Castles of Burgundy,Hungary,7,8.29
The Castles of Burgundy,Iceland,2,9.5
The Castles of Burgundy,India,3,8.83
The Castles of Burgundy,Indonesia,1,9
The Castles of Burgundy,Iran,1,9
The Castles of Burgundy,Ireland,6,8.58
The Castles of Burgundy,Israel,12,8.85
The Castles of Burgundy,Italy,41,8.23
The Castles of Burgundy,Japan,23,7.55
The Castles of Burgundy,Kenya,1,8
The Castles of Burgundy,Latvia,4,8.81
The Castles of Burgundy,Lithuania,6,6.83
The Castles of Burgundy,Luxembourg,3,6.83
The Castles of Burgundy,Malaysia,3,8.83
The Castles of Burgundy,Mexico,7,9.24
The Castles of Burgundy,Netherlands,20,8.15
The Castles of Burgundy,New Zealand,12,8.01
The Castles of Burgundy,Norway,11,8.49
The Castles of Burgundy,Peru,1,7
The Castles of Burgundy,Philippines,6,8.08
The Castles of Burgundy,Poland,65,8.73
The Castles of Burgundy,Portugal,10,8.42
The Castles of Burgundy,Qatar,1,9
The Castles of Burgundy,Romania,12,8.99
The Castles of Burgundy,Russia,13,9.02
The Castles of Burgundy,Republic of Serbia,2,9.5
The Castles of Burgundy,Slovakia,2,6.5
The Castles of Burgundy,Slovenia,1,8
The Castles of Burgundy,South Africa,4,8.5
The Castles of Burgundy,South Korea,23,8.35
The Castles of Burgundy,Spain,97,8.59
The Castles of Burgundy,Sweden,20,7.86
The Castles of Burgundy,Switzerland,10,7.45
The Castles of Burgundy,Taiwan,22,8.7
The Castles of Burgundy,Thailand,4,9.13
The Castles of Burgundy,Ukraine,5,9.5
The Castles of Burgundy,USA,931,8.38
The Castles of Burgundy,Venezuela,2,9.5
The Castles of Burgundy,Vietnam,2,10
The Pillars of the Earth,Argentina,6,7.58
The Pillars of the Earth,Australia,26,7.43
The Pillars of the Earth,Austria,13,7.85
The Pillars of the Earth,Belgium,45,7.92
